"order_month","entity_description","monthly_spend","unique_vendors"
"2023-07-01 00:00:00-04","Virginia Department of Transportation",2012222004.86404,557
"2023-07-01 00:00:00-04","University of Virginia",244498052.1196,519
"2023-07-01 00:00:00-04","Department of Social Services",83162504.042,122
"2023-07-01 00:00:00-04","Department of Education",76682292.92,62
"2023-07-01 00:00:00-04","Virginia Commonwealth University",63070930.9558,410
"2023-07-01 00:00:00-04","College of William & Mary",52454197.99714,283
"2023-07-01 00:00:00-04","George Mason University",45764536.37024,400
"2023-07-01 00:00:00-04","Virginia Department of Health",40799939.98024,189
"2023-07-01 00:00:00-04","Department of Conservation and Recreation",36055531.72852,206
"2023-07-01 00:00:00-04","Department of General Services",31346852.16852,103
"2023-07-01 00:00:00-04","Virginia State University",26170716.7110,111
"2023-07-01 00:00:00-04","Department of Environmental Quality",22455918.66,55
"2023-07-01 00:00:00-04","Old Dominion University",21622229.4348,107
"2023-07-01 00:00:00-04","Department of Rail and Public Transportation",20646767.58,18
"2023-07-01 00:00:00-04","Northern Virginia Community College",19910003.31710,160
"2023-07-01 00:00:00-04","James Madison University",19642245.4786,262
"2023-07-01 00:00:00-04","Longwood University",19549880.82,70
"2023-07-01 00:00:00-04","Virginia Community College System - System Office",16445459.28,43
"2023-07-01 00:00:00-04","Virginia Polytechnic Institute and State University",13681395.16730,525
"2023-07-01 00:00:00-04","Eastern State Hospital",13356454.4564,54
"2023-07-01 00:00:00-04","Virginia Military Institute",11224156.30284,111
"2023-07-01 00:00:00-04","Loudoun County Public Schools",11155472,2
"2023-07-01 00:00:00-04","Office of the Attorney General",9730499.50,48
"2023-07-01 00:00:00-04","Central State Hospital",9486825.08,47
"2023-07-01 00:00:00-04","Tidewater Community College",8752169.48,109
"2023-07-01 00:00:00-04","Department of Behavioral Health and Developmental Services",8542105.576,55
"2023-07-01 00:00:00-04","Department of Corrections",8402811.24586,134
"2023-07-01 00:00:00-04","Virginia State Police",7271233.514,120
"2023-07-01 00:00:00-04","University of Mary Washington",7196156.24,94
"2023-07-01 00:00:00-04","Division of Community Corrections",6765565.9016,81
"2023-07-01 00:00:00-04","Norfolk State University",5992333.7058,64
"2023-07-01 00:00:00-04","DOC - Division of Institutions",5960322.60762,69
"2023-07-01 00:00:00-04","Department of Military Affairs",5941830.5038,37
"2023-07-01 00:00:00-04","Reynolds Community College",5556979.38,104
"2023-07-01 00:00:00-04","Virginia Peninsula Community College",5475431.768,55
"2023-07-01 00:00:00-04","Department of Motor Vehicles",5355639.444,66
"2023-07-01 00:00:00-04","Chesterfield County",4780212,1
"2023-07-01 00:00:00-04","Brightpoint Community College",4179014.56,67
"2023-07-01 00:00:00-04","Richard Bland College",3819484.20,38
"2023-07-01 00:00:00-04","Radford University",3802111.0422,141
"2023-07-01 00:00:00-04","Laurel Ridge Community College",3753594.18,72
"2023-07-01 00:00:00-04","Virginia Department of Energy",3714042.46,53
"2023-07-01 00:00:00-04","Christopher Newport University",3679180.2360,154
"2023-07-01 00:00:00-04","Germanna Community College",3644015.0076,90
"2023-07-01 00:00:00-04","Town of Blacksburg",3421666,2
"2023-07-01 00:00:00-04","Bedford County Public Schools",3258006,1
"2023-07-01 00:00:00-04","Virginia Information Technologies Agency",3152344.28,12
"2023-07-01 00:00:00-04","Lunenburg Correctional Center",3102584.4384,24
"2023-07-01 00:00:00-04","City of Danville",3059388,1
"2023-07-01 00:00:00-04","Department of Accounts",2986629.86,5
"2023-07-01 00:00:00-04","James City County",2803176,1
"2023-07-01 00:00:00-04","Sussex I and Sussex II State Prisons Complex",2776621.46,18
"2023-07-01 00:00:00-04","Red Onion Correctional Center",2564099.60,21
"2023-07-01 00:00:00-04","Department of Health Professions",2556937.2288,33
"2023-07-01 00:00:00-04","Virginia Museum of Fine Arts",2222943.16,64
"2023-07-01 00:00:00-04","Department of Taxation",2146494.30,20
"2023-07-01 00:00:00-04","Stafford County Public Schools",2110865.46,2
"2023-07-01 00:00:00-04","Coffeewood Correctional Center",2002869.832,33
"2023-07-01 00:00:00-04","Haynesville Correctional Center",1976653.70,27
"2023-07-01 00:00:00-04","Orange County Public Schools",1943810,1
"2023-07-01 00:00:00-04","State Farm Correctional Center",1848045.98,35
"2023-07-01 00:00:00-04","Buckingham Correctional Center",1844175.04,25
"2023-07-01 00:00:00-04","Virginia Veterans Care Center",1836344.30,50
"2023-07-01 00:00:00-04","Department of Treasury",1801640.36,11
"2023-07-01 00:00:00-04","Virginia Correctional Center for Women",1715158.20,23
"2023-07-01 00:00:00-04","Department of Juvenile Justice",1700943.88,50
"2023-07-01 00:00:00-04","Virginia Alcoholic Beverage Control Authority",1682744.220,21
"2023-07-01 00:00:00-04","Department of Medical Assistance Services",1680053.12,17
"2023-07-01 00:00:00-04","Virginia Department for Veterans Services",1605958.86,42
"2023-07-01 00:00:00-04","Department of Small Business and Supplier Diversity",1591272.68,4
"2023-07-01 00:00:00-04","Piedmont VA Community College",1484606.7592,59
"2023-07-01 00:00:00-04","Virginia Western Community College",1376144.56782,60
"2023-07-01 00:00:00-04","Library of Virginia",1296471.8350,37
"2023-07-01 00:00:00-04","Danville Community College",1295652.6918,51
"2023-07-01 00:00:00-04","Caroline County Schools",1273154,1
"2023-07-01 00:00:00-04","Blue Ridge Community College",1272729.72,80
"2023-07-01 00:00:00-04","Department of Criminal Justice Services",1238679.606,51
"2023-07-01 00:00:00-04","Central Virginia Community College",1196895.9768,52
"2023-07-01 00:00:00-04","Virginia Employment Commission",1182818.60,34
"2023-07-01 00:00:00-04","Department of Blind and Vision Impaired",1154121.60,54
"2023-07-01 00:00:00-04","Correctional Enterprises",1142970.85634,49
"2023-07-01 00:00:00-04","Department of Forestry",1060204.590,60
"2023-07-01 00:00:00-04","Southwest Virginia Community College",1059026.42,56
"2023-07-01 00:00:00-04","Dillwyn Correctional Center",1056973.544,33
"2023-07-01 00:00:00-04","Mountain Gateway Community College",1035311.44,37
"2023-07-01 00:00:00-04","Jamestown-Yorktown Foundation",991714.56,41
"2023-07-01 00:00:00-04","Marion Correctional Treatment Center",943148.24,25
"2023-07-01 00:00:00-04","Nottoway Correctional Center",938526.98,17
"2023-07-01 00:00:00-04","Western State Hospital",934588.1944,65
"2023-07-01 00:00:00-04","Fort Monroe Authority",914622.42,14
"2023-07-01 00:00:00-04","Virginia Department of Agriculture and Consumer Services",870835.710,56
"2023-07-01 00:00:00-04","Department of Housing and Community Development",812931.84,23
"2023-07-01 00:00:00-04","Deerfield Correctional Center",788849.012,25
"2023-07-01 00:00:00-04","Virginia Rehabilitation Center for the Blind",788312.74,17
"2023-07-01 00:00:00-04","Dept of Professional and Occupational Regulation",770089.34,21
"2023-07-01 00:00:00-04","Mountain Empire Community College",751592.56,38
"2023-07-01 00:00:00-04","Catawba Hospital",747354.55064,64
"2023-07-01 00:00:00-04","Virginia Cannabis Control Authority",729559.22,8
"2023-07-01 00:00:00-04","Southeastern Virginia Training Center",725657.492,51
"2023-07-01 00:00:00-04","Rappahannock Community College",693609.38,57
"2023-07-01 00:00:00-04","VA Center for Behavioral Rehabilitation",686314.8440,42
"2023-07-01 00:00:00-04","Piedmont Geriatric Hospital",668936.3900,47
"2023-07-01 00:00:00-04","Department of Forensic Science",663207.60,39
"2023-07-01 00:00:00-04","Western Region Correctional Field Units",633116.56,13
"2023-07-01 00:00:00-04","Virginia Department of Wildlife Resources",602127.610,51
"2023-07-01 00:00:00-04","Virginia Department of Emergency Management",578978.46,24
"2023-07-01 00:00:00-04","Southside Virginia Community College",569274.1148,50
"2023-07-01 00:00:00-04","Department for Aging and Rehabilitative Services",559977.20,49
"2023-07-01 00:00:00-04","Greensville Correctional Center",549606.60,25
"2023-07-01 00:00:00-04","Department of Corrections - Academy",545026.744,23
"2023-07-01 00:00:00-04","Virginia Highlands Community College",541146.68,44
"2023-07-01 00:00:00-04","Western Tidewater Community Services Board",533884.44,2
"2023-07-01 00:00:00-04","Patrick & Henry Community College",530149.56,64
"2023-07-01 00:00:00-04","Southwestern VA Mental Health Institute",395338.00,53
"2023-07-01 00:00:00-04","Fluvanna Correctional Center",392698.06,28
"2023-07-01 00:00:00-04","Department of Aviation",383846.010,22
"2023-07-01 00:00:00-04","Keen Mountain Correctional Center",369860.1552,30
"2023-07-01 00:00:00-04","Wytheville Community College",362774.1350,51
"2023-07-01 00:00:00-04","County of Loudoun",345021.36,3
"2023-07-01 00:00:00-04","Marine Resources Commission",339644.36,51
"2023-07-01 00:00:00-04","City of Petersburg",325436,1
"2023-07-01 00:00:00-04","Wallens Ridge Correctional Center",316353.22,25
"2023-07-01 00:00:00-04","Camp Community College",315458.0952,47
"2023-07-01 00:00:00-04","River North Correctional Center",307394.00,18
"2023-07-01 00:00:00-04","Northern Virginia Mental Health Institute",299697.88,17
"2023-07-01 00:00:00-04","Frontier Culture Museum",299602.4234,18
"2023-07-01 00:00:00-04","Baskerville Correctional Center",294282.8920,15
"2023-07-01 00:00:00-04","Pocahantas State Correctional Center",292148.46,19
"2023-07-01 00:00:00-04","Wilson Workforce and Rehabilitation Center",286189.17998,37
"2023-07-01 00:00:00-04","Virginia School for the Deaf and the Blind",271090.74,15
"2023-07-01 00:00:00-04","New River Community College",264745.38,43
"2023-07-01 00:00:00-04","Department of Human Resource Management",263341.44,15
"2023-07-01 00:00:00-04","Workers Compensation Commission",263257.64,16
"2023-07-01 00:00:00-04","Indian Creek Correctional Center",260248.26,22
"2023-07-01 00:00:00-04","Arlington County Government",258846,1
"2023-07-01 00:00:00-04","St. Brides Correctional Center",253630.30,27
"2023-07-01 00:00:00-04","Augusta Correctional Center",246895.66,19
"2023-07-01 00:00:00-04","County of Mathews",244480,1
"2023-07-01 00:00:00-04","Southern Virginia Mental Health Institute",238998.812,50
"2023-07-01 00:00:00-04","Clarke County",237468.98,2
"2023-07-01 00:00:00-04","City of Harrisonburg",225204,1
"2023-07-01 00:00:00-04","Sitter-Barfoot Veterans Care Center",213211.50,43
"2023-07-01 00:00:00-04","Bland Correctional Center",212289.53892,20
"2023-07-01 00:00:00-04","Virginia Community College Shared Services Center",196506.24,11
"2023-07-01 00:00:00-04","Green Rock Correctional Center",184710.450,21
"2023-07-01 00:00:00-04","Henrico County Government",176747.62,2
"2023-07-01 00:00:00-04","Shenandoah County",171800,1
"2023-07-01 00:00:00-04","Science Museum of Virginia",154065.30,43
"2023-07-01 00:00:00-04","Department of Elections",141667.34,10
"2023-07-01 00:00:00-04","A.L. Philpott Manufacturing Extension Partnership",132200,6
"2023-07-01 00:00:00-04","Eastern Shore Community College",130577.16,25
"2023-07-01 00:00:00-04","Department of Fire Programs",109504.72,23
"2023-07-01 00:00:00-04","County of Roanoke",96657.58,1
"2023-07-01 00:00:00-04","Department of Historic Resources",94166.22,7
"2023-07-01 00:00:00-04","Culpeper Soil and Water Conservation District",89514,1
"2023-07-01 00:00:00-04","Indigent Defense Commission",86935.54,15
"2023-07-01 00:00:00-04","State Council of Higher Education",85546.26,9
"2023-07-01 00:00:00-04","Scott County",72626.4,1
"2023-07-01 00:00:00-04","Fauquier County",66732,1
"2023-07-01 00:00:00-04","Botetourt County Public Schools",64976.52,1
"2023-07-01 00:00:00-04","Virginia Museum of Natural History",64837.70,18
"2023-07-01 00:00:00-04","City of Richmond Government",64522,1
"2023-07-01 00:00:00-04","Department of Labor and Industry",61262.70,26
"2023-07-01 00:00:00-04","Virginia Tourism Corporation",55487.34,11
"2023-07-01 00:00:00-04","Virginia Board for People with Disabilities",54564.4450,9
"2023-07-01 00:00:00-04","Greater Richmond Transit Company",53861.24,5
"2023-07-01 00:00:00-04","Office of the Governor",46855.80,4
"2023-07-01 00:00:00-04","State Corporation Commission",24990.94,2
"2023-07-01 00:00:00-04","Encompass Community Supports",23109.50,3
"2023-07-01 00:00:00-04","Jones & Cabacoy Veterans Care Center",21130.50,10
"2023-07-01 00:00:00-04","RSW Regional Jail Authority",20490.64,1
"2023-07-01 00:00:00-04","Secretary of Administration",19767.18,6
"2023-07-01 00:00:00-04","City of Lynchburg",18994.00,3
"2023-07-01 00:00:00-04","Veterans Services Foundation",14250,1
"2023-07-01 00:00:00-04","Pittsylvania County",13528.8,1
"2023-07-01 00:00:00-04","Virginia Department for the Deaf and Hard-of-Hearing",12074.52,15
"2023-07-01 00:00:00-04","Virginia Economic Development Partnership",11754.80,2
"2023-07-01 00:00:00-04","Virginia Racing Commission",8614.44,7
"2023-07-01 00:00:00-04","Poquoson City Public Schools",8053.2,1
"2023-07-01 00:00:00-04","Office of the State Inspector General",6029.648,5
"2023-07-01 00:00:00-04","Virginia Port Authority",2625.10,2
"2023-07-01 00:00:00-04","Board of Accountancy",2394.00,8
"2023-07-01 00:00:00-04","Auditor of Public Accounts",2390.30,2
"2023-07-01 00:00:00-04","Town of Front Royal",2126.8,1
"2023-07-01 00:00:00-04","District 19 Community Services Board",1929.62,1
"2023-07-01 00:00:00-04","Puller Veterans Care Center",1630.62,5
"2023-07-01 00:00:00-04","Office of Childrens Services",1570.12,2
"2023-07-01 00:00:00-04","Tobacco Region Revitalization Commission",1259.14,1
"2023-07-01 00:00:00-04","Secretary of the Commonwealth",1206.62,1
"2023-07-01 00:00:00-04","State Compensation Board",852.94,2
"2023-07-01 00:00:00-04","Motor Vehicle Dealer Board",815.68,2
"2023-07-01 00:00:00-04","Virginia Foundation for Healthy Youth",758.34,1
"2023-07-01 00:00:00-04","Southern Virginia Higher Education",705.0,1
"2023-07-01 00:00:00-04","Rappahannock Rapidan Community Services Board",609.90,1
"2023-07-01 00:00:00-04","Virginia State Bar",592.30,2
"2023-07-01 00:00:00-04","Commonwealth's Attorneys' Services Council",435.96,1
"2023-07-01 00:00:00-04","Lieutenant Governor",394.16,1
"2023-07-01 00:00:00-04","Town of Blackstone",291.90,1
"2023-07-01 00:00:00-04","Department of Planning and Budget",131.96,1
"2023-07-01 00:00:00-04","Secretary of Finance",73.02,1
"2023-07-01 00:00:00-04","County of Isle of Wight",0,1
"2023-07-01 00:00:00-04","Nottoway County Public Schools",0,1
"2023-08-01 00:00:00-04","Virginia Department of Transportation",2666145980.81540,612
"2023-08-01 00:00:00-04","College of William & Mary",189760294.9786,276
"2023-08-01 00:00:00-04","University of Virginia",143967386.8664,554
"2023-08-01 00:00:00-04","Department of General Services",94902285.28970,120
"2023-08-01 00:00:00-04","Department of Corrections",79237505.17742,157
"2023-08-01 00:00:00-04","Virginia Military Institute",78154326.38268,117
"2023-08-01 00:00:00-04","Department of Social Services",59228970.44248,105
"2023-08-01 00:00:00-04","James Madison University",54310796.5998,283
"2023-08-01 00:00:00-04","Virginia Department of Health",53256655.98828,216
"2023-08-01 00:00:00-04","Virginia Commonwealth University",52345920.5128,427
"2023-08-01 00:00:00-04","Department of Medical Assistance Services",45386544.23924,15
"2023-08-01 00:00:00-04","Virginia State University",32941371.74170,129
"2023-08-01 00:00:00-04","Department of Rail and Public Transportation",29584985.48,15
"2023-08-01 00:00:00-04","Department of Education",29545161.110,72
"2023-08-01 00:00:00-04","Virginia State Police",27831208.51504,133
"2023-08-01 00:00:00-04","Department of Conservation and Recreation",26542579.2718,256
"2023-08-01 00:00:00-04","Richard Bland College",25711398.512,54
"2023-08-01 00:00:00-04","George Mason University",20816314.7732,335
"2023-08-01 00:00:00-04","Department of Behavioral Health and Developmental Services",15491569.00400,65
"2023-08-01 00:00:00-04","Northern Virginia Community College",14617852.50,148
"2023-08-01 00:00:00-04","Virginia Polytechnic Institute and State University",14539699.1684,568
"2023-08-01 00:00:00-04","Old Dominion University",13456692.290,86
"2023-08-01 00:00:00-04","Norfolk State University",12160630.6902,127
"2023-08-01 00:00:00-04","Virginia Department of Emergency Management",11290913.46,28
"2023-08-01 00:00:00-04","Department of Military Affairs",10289926.064,66
"2023-08-01 00:00:00-04","Department of Corrections - Academy",10157385.13990,34
"2023-08-01 00:00:00-04","Division of Community Corrections",9744837.05712,92
"2023-08-01 00:00:00-04","Department of Environmental Quality",7635116.12,61
"2023-08-01 00:00:00-04","Virginia Department of Agriculture and Consumer Services",6944358.3350,65
"2023-08-01 00:00:00-04","Prince William County Schools",6434124,1
"2023-08-01 00:00:00-04","Christopher Newport University",6257717.62630,185
"2023-08-01 00:00:00-04","Correctional Enterprises",5441987.9716,55
"2023-08-01 00:00:00-04","Virginia Community College System - System Office",5330000.22,36
"2023-08-01 00:00:00-04","Virginia Alcoholic Beverage Control Authority",4987501.216,42
"2023-08-01 00:00:00-04","Mountain Empire Community College",4967205.54,41
"2023-08-01 00:00:00-04","University of Mary Washington",4602266.740,97
"2023-08-01 00:00:00-04","Science Museum of Virginia",4403010.588,45
"2023-08-01 00:00:00-04","Department of Juvenile Justice",4294609.56,85
"2023-08-01 00:00:00-04","Longwood University",4223618.2250,80
"2023-08-01 00:00:00-04","Western State Hospital",4156031.86,75
"2023-08-01 00:00:00-04","Tidewater Community College",4044722.560,127
"2023-08-01 00:00:00-04","Radford University",3736013.5600,152
"2023-08-01 00:00:00-04","County of Roanoke",3726190,1
"2023-08-01 00:00:00-04","Virginia Department of Energy",3681083.420,52
"2023-08-01 00:00:00-04","Virginia Correctional Center for Women",3037639.04,42
"2023-08-01 00:00:00-04","Albemarle County",2969230,1
"2023-08-01 00:00:00-04","Southern Virginia Mental Health Institute",2849235.352,51
"2023-08-01 00:00:00-04","Virginia Department for Veterans Services",2662344.22,57
"2023-08-01 00:00:00-04","Virginia Museum of Fine Arts",2653939.360,64
"2023-08-01 00:00:00-04","Eastern State Hospital",2579869.84,50
"2023-08-01 00:00:00-04","Dept of Professional and Occupational Regulation",2576917.50,28
"2023-08-01 00:00:00-04","Virginia Information Technologies Agency",2551265.924,21
"2023-08-01 00:00:00-04","City of Danville",2542212,1
"2023-08-01 00:00:00-04","Pocahantas State Correctional Center",2508824.672,28
"2023-08-01 00:00:00-04","DOC - Division of Institutions",2441901.77682,69
"2023-08-01 00:00:00-04","Department of Motor Vehicles",2390445.66596,81
"2023-08-01 00:00:00-04","Central State Hospital",2250371.50,39
"2023-08-01 00:00:00-04","St. Brides Correctional Center",2074915.58,34
"2023-08-01 00:00:00-04","Department of Criminal Justice Services",2037964.72,38
"2023-08-01 00:00:00-04","Department of Housing and Community Development",2027371.70,22
"2023-08-01 00:00:00-04","Virginia Veterans Care Center",1986968.02,60
"2023-08-01 00:00:00-04","Buckingham Correctional Center",1823032.68864,29
"2023-08-01 00:00:00-04","Fluvanna Correctional Center",1780954.80,30
"2023-08-01 00:00:00-04","Department of Aviation",1780664.02,14
"2023-08-01 00:00:00-04","Dillwyn Correctional Center",1767590.9476,28
"2023-08-01 00:00:00-04","Virginia Peninsula Community College",1672534.916,72
"2023-08-01 00:00:00-04","Virginia Department of Wildlife Resources",1660488.18864,93
"2023-08-01 00:00:00-04","Reynolds Community College",1614234.48,92
"2023-08-01 00:00:00-04","County of York",1533318,2
"2023-08-01 00:00:00-04","Germanna Community College",1529841.222,83
"2023-08-01 00:00:00-04","Wallens Ridge Correctional Center",1523190.992,33
"2023-08-01 00:00:00-04","Brightpoint Community College",1477425.556,50
"2023-08-01 00:00:00-04","Virginia Museum of Natural History",1469369.66,16
"2023-08-01 00:00:00-04","Piedmont Geriatric Hospital",1273894.7272,51
"2023-08-01 00:00:00-04","Coffeewood Correctional Center",1258184.580,29
"2023-08-01 00:00:00-04","Danville Community College",1229166.490,43
"2023-08-01 00:00:00-04","Greensville Correctional Center",1124714.68,21
"2023-08-01 00:00:00-04","Sitter-Barfoot Veterans Care Center",1047229.44,41
"2023-08-01 00:00:00-04","Secretary of Administration",1032587.84,10
"2023-08-01 00:00:00-04","Marine Resources Commission",1004598.78,45
"2023-08-01 00:00:00-04","Department of Blind and Vision Impaired",994457.72,57
"2023-08-01 00:00:00-04","Department of Forestry",986248.58,63
"2023-08-01 00:00:00-04","VA Center for Behavioral Rehabilitation",962289.2330,31
"2023-08-01 00:00:00-04","River North Correctional Center",938403.50,21
"2023-08-01 00:00:00-04","Frontier Culture Museum",864296.10,17
"2023-08-01 00:00:00-04","Green Rock Correctional Center",823658.44,22
"2023-08-01 00:00:00-04","Fort Monroe Authority",799393.04,12
"2023-08-01 00:00:00-04","Jamestown-Yorktown Foundation",790328.36,38
"2023-08-01 00:00:00-04","State Farm Correctional Center",781548.940,37
"2023-08-01 00:00:00-04","Virginia Western Community College",769362.036,69
"2023-08-01 00:00:00-04","Southwest Virginia Community College",758221.84,49
"2023-08-01 00:00:00-04","Department of Forensic Science",755154.9382,60
"2023-08-01 00:00:00-04","Keen Mountain Correctional Center",753543.94,26
"2023-08-01 00:00:00-04","Office of the Attorney General",727864.94,47
"2023-08-01 00:00:00-04","Department of Taxation",699872.82,26
"2023-08-01 00:00:00-04","County of Loudoun",676656.48,3
"2023-08-01 00:00:00-04","Wilson Workforce and Rehabilitation Center",613921.96398,36
"2023-08-01 00:00:00-04","Department for Aging and Rehabilitative Services",604737.86,68
"2023-08-01 00:00:00-04","Nottoway Correctional Center",595631.90,27
"2023-08-01 00:00:00-04","Secretary of Finance",574727.50,1
"2023-08-01 00:00:00-04","Catawba Hospital",559262.51090,57
"2023-08-01 00:00:00-04","Rappahannock Community College",541601.24,63
"2023-08-01 00:00:00-04","Augusta Correctional Center",523118.76,22
"2023-08-01 00:00:00-04","Southeastern Virginia Training Center",504387.088,57
"2023-08-01 00:00:00-04","Blue Ridge Community College",496136.44,58
"2023-08-01 00:00:00-04","Haynesville Correctional Center",493511.23998,29
"2023-08-01 00:00:00-04","Laurel Ridge Community College",459237.124,74
"2023-08-01 00:00:00-04","Department of Treasury",457900.82,19
"2023-08-01 00:00:00-04","Scott County",452784,1
"2023-08-01 00:00:00-04","Smyth County Public Schools",450569.84,1
"2023-08-01 00:00:00-04","Central Virginia Community College",440921.3382,44
"2023-08-01 00:00:00-04","Southwestern VA Mental Health Institute",434151.02,57
"2023-08-01 00:00:00-04","Indigent Defense Commission",417155.56,25
"2023-08-01 00:00:00-04","Southside Virginia Community College",413109.436,51
"2023-08-01 00:00:00-04","Piedmont VA Community College",405161.292,42
"2023-08-01 00:00:00-04","A.L. Philpott Manufacturing Extension Partnership",394758.40,9
"2023-08-01 00:00:00-04","Henrico County Government",393033.4,2
"2023-08-01 00:00:00-04","Department of Historic Resources",384366.20,24
"2023-08-01 00:00:00-04","Deerfield Correctional Center",373759.8638,33
"2023-08-01 00:00:00-04","Indian Creek Correctional Center",358172.846,25
"2023-08-01 00:00:00-04","Wytheville Community College",347693.42,60
"2023-08-01 00:00:00-04","Roanoke City Government",346436.08,1
"2023-08-01 00:00:00-04","New River Community College",342338.82,49
"2023-08-01 00:00:00-04","Virginia Employment Commission",328325.60,41
"2023-08-01 00:00:00-04","Stafford County Public Schools",327769.06,2
"2023-08-01 00:00:00-04","Lunenburg Correctional Center",324576.090,22
"2023-08-01 00:00:00-04","Virginia Highlands Community College",323778.34,40
"2023-08-01 00:00:00-04","Department of Labor and Industry",292748.50,22
"2023-08-01 00:00:00-04","Craig County",285144.8,2
"2023-08-01 00:00:00-04","Western Region Correctional Field Units",283571.18,9
"2023-08-01 00:00:00-04","Virginia School for the Deaf and the Blind",279442.12,32
"2023-08-01 00:00:00-04","Department of Small Business and Supplier Diversity",278364.72,9
"2023-08-01 00:00:00-04","Sussex I and Sussex II State Prisons Complex",261389.52,20
"2023-08-01 00:00:00-04","Northern Virginia Mental Health Institute",260366.04,14
"2023-08-01 00:00:00-04","Mountain Gateway Community College",254991.28,41
"2023-08-01 00:00:00-04","Rockingham County",246830,1
"2023-08-01 00:00:00-04","Jones & Cabacoy Veterans Care Center",236795.52,14
"2023-08-01 00:00:00-04","Workers Compensation Commission",234043.66,8
"2023-08-01 00:00:00-04","Red Onion Correctional Center",230582.56,16
"2023-08-01 00:00:00-04","Bland Correctional Center",217868.0376,19
"2023-08-01 00:00:00-04","Patrick & Henry Community College",203562.98,46
"2023-08-01 00:00:00-04","Baskerville Correctional Center",202927.66,17
"2023-08-01 00:00:00-04","Virginia Tourism Corporation",198680.38,6
"2023-08-01 00:00:00-04","Suffolk Public Schools",179061.22,1
"2023-08-01 00:00:00-04","Virginia Board for People with Disabilities",174612.42,8
"2023-08-01 00:00:00-04","Department of Elections",171509.820,9
"2023-08-01 00:00:00-04","Department of Health Professions",167232.22,31
"2023-08-01 00:00:00-04","Department of Fire Programs",165590.30,29
"2023-08-01 00:00:00-04","Marion Correctional Treatment Center",153486.24,15
"2023-08-01 00:00:00-04","Virginia Rehabilitation Center for the Blind",148284.30,8
"2023-08-01 00:00:00-04","State Council of Higher Education",135375.38,14
"2023-08-01 00:00:00-04","Caroline County Schools",132524.40,1
"2023-08-01 00:00:00-04","Rapidan Service Authority",119988.56,1
"2023-08-01 00:00:00-04","Rappahannock Juvenile Center",119003.10,2
"2023-08-01 00:00:00-04","County of Accomack",110699.10,1
"2023-08-01 00:00:00-04","Western Tidewater Community Services Board",110260,2
"2023-08-01 00:00:00-04","Virginia Cannabis Control Authority",108461.68,4
"2023-08-01 00:00:00-04","Library of Virginia",96992.30,30
"2023-08-01 00:00:00-04","Colonial Soil and Water Conservation District",92000,1
"2023-08-01 00:00:00-04","Camp Community College",88903.026,35
"2023-08-01 00:00:00-04","Spotsylvania County",87589.2,1
"2023-08-01 00:00:00-04","Department of Human Resource Management",43577.62,8
"2023-08-01 00:00:00-04","Department of Accounts",39258.62,4
"2023-08-01 00:00:00-04","Virginia Department for the Deaf and Hard-of-Hearing",37972.726,26
"2023-08-01 00:00:00-04","Poquoson City Public Schools",36841.34,2
"2023-08-01 00:00:00-04","State Corporation Commission",36400.94,3
"2023-08-01 00:00:00-04","Eastern Shore Community College",28159.70,12
"2023-08-01 00:00:00-04","Town of Blacksburg",20755.50,1
"2023-08-01 00:00:00-04","City of Lynchburg",15773.86,3
"2023-08-01 00:00:00-04","Peninsula Airport Commission",10607.94,1
"2023-08-01 00:00:00-04","RSW Regional Jail Authority",9931.96,1
"2023-08-01 00:00:00-04","Commission for the Arts",9556,1
"2023-08-01 00:00:00-04","City of Petersburg",7804.90,1
"2023-08-01 00:00:00-04","Encompass Community Supports",7725.88,2
"2023-08-01 00:00:00-04","Auditor of Public Accounts",7641.20,6
"2023-08-01 00:00:00-04","Virginia Economic Development Partnership",7382.82,2
"2023-08-01 00:00:00-04","New College Institute",7263.0,3
"2023-08-01 00:00:00-04","Secretary of the Commonwealth",5562.92,4
"2023-08-01 00:00:00-04","Puller Veterans Care Center",4593.78,3
"2023-08-01 00:00:00-04","Virginia Community College Shared Services Center",4428.1710,3
"2023-08-01 00:00:00-04","Secretary of Health and Human Resources",4380,1
"2023-08-01 00:00:00-04","Virginia Port Authority",4161.90,2
"2023-08-01 00:00:00-04","Office of the State Inspector General",4073.14,5
"2023-08-01 00:00:00-04","Virginia Racing Commission",4061.00,4
"2023-08-01 00:00:00-04","Southern Virginia Higher Education",4000,1
"2023-08-01 00:00:00-04","Board of Accountancy",3742.62,6
"2023-08-01 00:00:00-04","Virginia Peninsula Regional Jail",3183.56,1
"2023-08-01 00:00:00-04","District 19 Community Services Board",2892.62,1
"2023-08-01 00:00:00-04","Motor Vehicle Dealer Board",2089.54,1
"2023-08-01 00:00:00-04","Secretary of Natural Resources",1874.98,1
"2023-08-01 00:00:00-04","Office of the Governor",1851.46,3
"2023-08-01 00:00:00-04","Louisa County",1807.68,1
"2023-08-01 00:00:00-04","Secretary of Commerce and Trade",1802.94,1
"2023-08-01 00:00:00-04","Office of Childrens Services",1710.42,3
"2023-08-01 00:00:00-04","Piedmont Regional Jail Authority",1697.96,1
"2023-08-01 00:00:00-04","Greater Richmond Transit Company",1363.92,3
"2023-08-01 00:00:00-04","Secretary of Education",1299.98,1
"2023-08-01 00:00:00-04","Northwestern Community Services Board",1002.26,1
"2023-08-01 00:00:00-04","Virginia State Bar",922.18,2
